,quantiles,ALE
0,-9.0075,-0.3029577783567033
1,-8.151,-0.27932814872707373
2,-7.540875,-0.24868529158421626
3,-7.1685,-0.24431492121384546
4,-6.639375,-0.21694455084347394
5,-6.096749999999998,-0.18894455084347445
6,-5.68575,-0.18320381010273315
7,-5.294,-0.16568529158421275
8,-4.969374999999999,-0.15829243444135518
9,-4.4375,-0.1393294714783916
10,-3.7908749999999998,-0.09036518576410679
11,-2.6630000000000003,-0.04248057037949193
12,-1.477625,-0.017766284665206966
13,-0.79325,-0.004587713236634927
14,-0.376,0.010643055994134176
15,-0.19699999999999998,0.14553591313699205
16,0.06875000000000057,0.16271448456556376
17,0.623,0.17601078086185967
18,1.2080000000000002,0.17876078086185893
19,2.2845,0.17650152160260008
20,3.01225,0.17224226234334156
21,3.627,0.14599226234334023
22,4.028375000000006,0.14506633641741457
23,4.621000000000002,0.12599490784598516
24,5.200374999999999,0.10495787080894886
25,5.8715,0.0882171300682083
26,6.760375,0.07325284435392349
27,7.8875,0.07143802953910766
28,8.502625000000004,0.06762321472429211
29,9.0535,0.06819464329572089
30,9.638625,0.06215760625868333
31,10.029,0.05584991395099126
32,10.399874999999998,0.0518154311923702
33,10.87475,0.047296912673851665
34,11.21925,0.036296912673852044
35,11.840499999999999,0.032111727488666475
36,12.40325,0.023333949710888646
37,13.108999999999998,0.021119663996603144
38,14.1425,0.020230775107713428
39,16.486,0.019527071404009666
