,quantiles,ALE
0,28.375,0.062475132275127264
1,55.75,0.0666603174603128
2,83.12500000000001,0.07676746031745547
3,110.5,0.08521190476190102
4,137.875,0.10221190476190206
5,165.25000000000003,0.1038190476190465
6,192.625,0.10470793650793517
7,220.0,0.10659682539682412
8,247.375,0.12041825396825297
9,274.75,0.12512195767195755
10,302.125,0.11680052910052972
11,329.50000000000006,0.05724497354497349
12,356.875,0.043207936507936466
13,384.25,0.02438650793650811
14,411.625,0.023979100529101023
15,439.0,0.026867989417990644
16,466.37500000000006,0.06908227513227669
17,493.75,0.054563756613758715
18,521.125,0.04413518518518596
19,548.5,-0.029420370370368834
20,575.875,-0.02897592592592542
21,603.25,-0.0315830687830683
22,630.6250000000001,-0.02076825396825395
23,658.0000000000001,-0.01987539682539724
24,685.375,-0.029616137566136985
25,712.75,-0.07617169312169204
26,740.125,-0.08124312169312135
27,767.5,-0.08435423280423167
28,794.8750000000001,-0.08435423280423167
29,822.25,-0.08435423280423167
30,849.625,-0.08435423280423167
31,877.0,-0.08435423280423167
32,904.375,-0.08435423280423167
33,931.7500000000001,-0.08435423280423167
34,959.125,-0.08435423280423167
35,986.5,-0.08435423280423167
36,1013.875,-0.08435423280423167
37,1041.25,-0.08435423280423167
38,1068.625,-0.08435423280423167
39,1096.0,-0.08435423280423167
