,quantiles,ALE
0,6.4,-0.03158323422013266
1,6.5,-0.030999900886799207
2,6.6,-0.030639900886799087
3,6.7,-0.029528789775687934
4,6.8,-0.028278789775687516
5,6.9,-0.026600218347116032
6,7.1,-0.025239107236004543
7,7.3,-0.022079107236004515
8,7.6,-0.018812440569337383
9,7.7749999999999995,-0.011598154855051286
10,8.312500000000002,-0.004169583426480265
11,9.2,0.00019041657351930724
12,11.95,0.03994903726317425
13,17.125,0.04723475154888844
14,19.7,0.0428747515488878
15,21.4,0.03566785499716374
16,22.7,0.034112299441607666
17,23.4,0.028381530210837447
18,23.712500000000002,0.02698153021083704
19,24.1,0.030526984756291564
20,24.3,0.027526984756290965
21,24.9,0.020554011783317727
22,25.3,0.0156790117833171
23,25.7,0.009920391093662363
24,26.0,0.004698168871439812
25,26.3,0.002406502204772863
26,26.6,0.001664566720901331
27,26.9,0.004146048202382818
28,27.2,0.008604381535716861
29,27.6,0.006483169414503977
30,27.9,0.0036370155683502076
31,28.2,0.003317015568349818
32,28.7,0.0018725711239043971
33,29.1,-1.6317764983904415e-05
34,29.7,-0.003942243690911208
35,30.2,-0.019006759819941477
36,30.8,-0.025636389449572236
37,31.424999999999997,-0.02580305611623958
38,33.1625,-0.03124750056068436
39,39.2,-0.03124750056068436
