,quantiles,ALE
0,6.4,-0.005825071570454506
1,6.5,-0.0047834049037880095
2,6.6,-0.002743404903787861
3,6.7,-0.00018784934823234001
4,6.8,0.004270483985101484
5,6.9,0.00592565639889459
6,7.1,0.005982799256037288
7,7.3,0.0069027992560373825
8,7.6,0.008536132589370582
9,7.7749999999999995,0.010964704017941713
10,8.312500000000002,0.014786132589369626
11,9.2,0.02158613258937044
12,11.95,0.046379236037647015
13,17.125,0.03695066460907561
14,19.7,-0.002649335390922475
15,21.4,-0.012856231942645978
16,22.7,-0.014671046757460643
17,23.4,-0.007901815988228842
18,23.712500000000002,-0.0052684826548940675
19,24.1,-0.008041209927621983
20,24.3,-0.010223028109440088
21,24.9,-0.00541221729862983
22,25.3,-0.006828883965295711
23,25.7,-0.005932332241157052
24,26.0,-0.0075249248337486965
25,26.3,-0.008733258167082323
26,26.6,-0.007797774296114697
27,26.9,-0.012427403925744459
28,27.2,-0.012260737259077292
29,27.6,-0.012200131198471157
30,27.9,-0.011930900429240606
31,28.2,-0.012570900429240677
32,28.7,-0.011719048577389101
33,29.1,0.007688358830016759
34,29.7,0.007058729200389648
35,30.2,0.006897438877809493
36,30.8,0.006860401840772411
37,31.424999999999997,0.001727068507438488
38,33.1625,-0.0010136722333020497
39,39.2,-0.0010136722333020497
