,quantiles,ALE
0,0.13794025,0.004284259259260535
1,0.19918275000000002,0.006210185185186611
2,0.24120725000000004,0.012495899470900872
3,0.274794,0.014236640211641569
4,0.298589,0.024792195767197427
5,0.3372065000000001,0.026720767195768835
6,0.387366375,0.02735039682539874
7,0.424584,0.027646693121694908
8,0.464807125,0.031503835978837914
9,0.507522,0.030726058201060235
10,0.5613483749999999,0.023976058201060073
11,0.5973245,0.026087169312170574
12,0.6389009999999999,0.023013095238095572
13,0.6944917500000001,0.02208452380952412
14,0.769163375,0.027306746031745946
15,0.849668,0.029491931216930445
16,0.930539375,0.026277645502645053
17,1.03654,0.0008332010582008643
18,1.1185275,-0.004559656084656461
19,1.2069050000000001,-0.002448544973544678
20,1.2955400000000001,-0.003930026455026521
21,1.43313,-0.000822883597883134
22,1.5695287500000006,-0.0024154761904758306
23,1.7129900000000007,-0.013201190476191118
24,1.84562875,-0.016571560846560873
25,1.9809174999999999,-0.01783082010581996
26,2.1987175000000003,-0.017473677248677683
27,2.3737449999999995,-0.01728849206349306
28,2.633860000000001,-0.024029232804233486
29,3.018925,-0.026422089947090256
30,3.3954137499999995,-0.03249616402116504
31,3.76933,-0.03319986772486895
32,4.085566249999999,-0.02227129629629749
33,4.456175000000001,-0.023493518518519888
34,4.8045687500000005,-0.028636375661376848
35,5.207485,-0.025895634920636575
36,5.5854175,-0.024154894179896337
37,6.2994475,-0.015940608465610483
38,7.44396,-0.016162830687832978
39,12.9713,-0.015792460317462682
